cbsa,county14,county,cntyname2,cbsaname15,pop10,afact
 ,28077, ,Lawrence MS, ,12929,0.001
 ,28079, ,Leake MS, ,23805,0.001
 ,28091, ,Marion MS, ,27088,0.001
 ,28095, ,Monroe MS, ,36989,0.002
 ,28097, ,Montgomery MS, ,10925,0.001
 ,28099, ,Neshoba MS, ,29676,0.002
 ,28101, ,Newton MS, ,21720,0.001
 ,28103, ,Noxubee MS, ,11545,0.001
 ,28107, ,Panola MS, ,34707,0.002
 ,28117, ,Prentiss MS, ,25276,0.001
 ,28119, ,Quitman MS, ,8223,0
 ,28123, ,Scott MS, ,28264,0.002
 ,28125, ,Sharkey MS, ,4916,0
 ,28129, ,Smith MS, ,16491,0.001
 ,28131, ,Stone MS, ,17786,0.001
 ,28135, ,Tallahatchie MS, ,15378,0.001
 ,28139, ,Tippah MS, ,22232,0.001
 ,28141, ,Tishomingo MS, ,19593,0.001
 ,28145, ,Union MS, ,27134,0.001
 ,28147, ,Walthall MS, ,15443,0.001
 ,28153, ,Wayne MS, ,20747,0.001
 ,28155, ,Webster MS, ,10253,0.001
 ,28157, ,Wilkinson MS, ,9878,0.001
 ,28159, ,Winston MS, ,19198,0.001
 ,28161, ,Yalobusha MS, ,12678,0.001
 ,29005, ,Atchison MO, ,5685,0
 ,29009, ,Barry MO, ,35597,0.002
 ,29011, ,Barton MO, ,12402,0.001
 ,29015, ,Benton MO, ,19056,0.001
 ,29029, ,Camden MO, ,44002,0.002
 ,29033, ,Carroll MO, ,9295,0
 ,29035, ,Carter MO, ,6265,0
 ,29039, ,Cedar MO, ,13982,0.001
 ,29041, ,Chariton MO, ,7831,0
 ,29053, ,Cooper MO, ,17601,0.001
 ,29055, ,Crawford MO, ,24696,0.001
 ,29057, ,Dade MO, ,7883,0
 ,29061, ,Daviess MO, ,8433,0
 ,29065, ,Dent MO, ,15657,0.001
 ,29067, ,Douglas MO, ,13684,0.001
 ,29073, ,Gasconade MO, ,15222,0.001
 ,29075, ,Gentry MO, ,6738,0
 ,29079, ,Grundy MO, ,10261,0.001
 ,29081, ,Harrison MO, ,8957,0
 ,29083, ,Henry MO, ,22272,0.001
 ,29085, ,Hickory MO, ,9627,0.001
 ,29087, ,Holt MO, ,4912,0
 ,29089, ,Howard MO, ,10144,0.001
 ,29093, ,Iron MO, ,10630,0.001
 ,29103, ,Knox MO, ,4131,0
 ,29109, ,Lawrence MO, ,38634,0.002
 ,29115, ,Linn MO, ,12761,0.001
 ,29117, ,Livingston MO, ,15195,0.001
 ,29121, ,Macon MO, ,15566,0.001
 ,29123, ,Madison MO, ,12226,0.001
 ,29125, ,Maries MO, ,9176,0
 ,29129, ,Mercer MO, ,3785,0
 ,29131, ,Miller MO, ,24748,0.001
 ,29133, ,Mississippi MO, ,14358,0.001
 ,29137, ,Monroe MO, ,8840,0
 ,29139, ,Montgomery MO, ,12236,0.001
 ,29141, ,Morgan MO, ,20565,0.001
 ,29143, ,New Madrid MO, ,18956,0.001
 ,29149, ,Oregon MO, ,10881,0.001
 ,29153, ,Ozark MO, ,9723,0.001
 ,29155, ,Pemiscot MO, ,18296,0.001
 ,29157, ,Perry MO, ,18971,0.001
 ,29163, ,Pike MO, ,18516,0.001
 ,29171, ,Putnam MO, ,4979,0
 ,29179, ,Reynolds MO, ,6696,0
 ,29181, ,Ripley MO, ,14100,0.001
 ,29185, ,St. Clair MO, ,9805,0.001
 ,29186, ,Ste. Genevieve MO, ,18145,0.001
 ,29199, ,Scotland MO, ,4843,0
 ,29203, ,Shannon MO, ,8441,0
 ,29205, ,Shelby MO, ,6373,0
 ,29207, ,Stoddard MO, ,29968,0.002
 ,29211, ,Sullivan MO, ,6714,0
 ,29215, ,Texas MO, ,26008,0.001
 ,29217, ,Vernon MO, ,21159,0.001
 ,29221, ,Washington MO, ,25195,0.001
 ,29223, ,Wayne MO, ,13521,0.001
 ,29227, ,Worth MO, ,2171,0
 ,29229, ,Wright MO, ,18815,0.001
 ,30001, ,Beaverhead MT, ,9246,0
 ,30003, ,Big Horn MT, ,12865,0.001
 ,30005, ,Blaine MT, ,6491,0
 ,30007, ,Broadwater MT, ,5612,0
 ,30011, ,Carter MT, ,1160,0
 ,30015, ,Chouteau MT, ,5813,0
 ,30017, ,Custer MT, ,11699,0.001
 ,30019, ,Daniels MT, ,1751,0
 ,30021, ,Dawson MT, ,8966,0
 ,30023, ,Deer Lodge MT, ,9298,0
 ,30025, ,Fallon MT, ,2890,0
 ,30027, ,Fergus MT, ,11586,0.001
 ,30033, ,Garfield MT, ,1206,0
 ,30035, ,Glacier MT, ,13399,0.001
 ,30039, ,Granite MT, ,3079,0
 ,30041, ,Hill MT, ,16096,0.001
 ,30045, ,Judith Basin MT, ,2072,0
 ,30047, ,Lake MT, ,28746,0.002
 ,30051, ,Liberty MT, ,2339,0
 ,30053, ,Lincoln MT, ,19687,0.001
 ,30055, ,McCone MT, ,1734,0
 ,30057, ,Madison MT, ,7691,0
 ,30059, ,Meagher MT, ,1891,0
 ,30061, ,Mineral MT, ,4223,0
 ,30065, ,Musselshell MT, ,4538,0
 ,30067, ,Park MT, ,15636,0.001
 ,30069, ,Petroleum MT, ,494,0
 ,30071, ,Phillips MT, ,4253,0
 ,30073, ,Pondera MT, ,6153,0
 ,30075, ,Powder River MT, ,1743,0
 ,30077, ,Powell MT, ,7027,0
 ,30079, ,Prairie MT, ,1179,0
 ,30081, ,Ravalli MT, ,40212,0.002
 ,30083, ,Richland MT, ,9746,0.001
 ,30085, ,Roosevelt MT, ,10425,0.001
 ,30087, ,Rosebud MT, ,9233,0
 ,30089, ,Sanders MT, ,11413,0.001
 ,30091, ,Sheridan MT, ,3384,0
 ,30095, ,Stillwater MT, ,9117,0
 ,30097, ,Sweet Grass MT, ,3651,0
 ,30099, ,Teton MT, ,6073,0
 ,30101, ,Toole MT, ,5324,0
 ,30103, ,Treasure MT, ,718,0
 ,30105, ,Valley MT, ,7369,0
 ,30107, ,Wheatland MT, ,2168,0
 ,30109, ,Wibaux MT, ,1017,0
 ,31003, ,Antelope NE, ,6685,0
 ,31005, ,Arthur NE, ,460,0
 ,31009, ,Blaine NE, ,478,0
 ,31011, ,Boone NE, ,5505,0
 ,31013, ,Box Butte NE, ,11308,0.001
 ,31015, ,Boyd NE, ,2099,0
 ,31017, ,Brown NE, ,3145,0
 ,31021, ,Burt NE, ,6858,0
 ,31023, ,Butler NE, ,8395,0
 ,31027, ,Cedar NE, ,8852,0
 ,31029, ,Chase NE, ,3966,0
 ,31031, ,Cherry NE, ,5713,0
 ,31033, ,Cheyenne NE, ,9998,0.001
 ,31035, ,Clay NE, ,6542,0
 ,31037, ,Colfax NE, ,10515,0.001
 ,31039, ,Cuming NE, ,9139,0
 ,31041, ,Custer NE, ,10939,0.001
 ,31045, ,Dawes NE, ,9182,0
 ,31049, ,Deuel NE, ,1941,0
 ,31057, ,Dundy NE, ,2008,0
 ,31059, ,Fillmore NE, ,5890,0
 ,31061, ,Franklin NE, ,3225,0
 ,31063, ,Frontier NE, ,2756,0
 ,31065, ,Furnas NE, ,4959,0
 ,31069, ,Garden NE, ,2057,0
 ,31071, ,Garfield NE, ,2049,0
 ,31075, ,Grant NE, ,614,0
 ,31077, ,Greeley NE, ,2538,0
 ,31083, ,Harlan NE, ,3423,0
 ,31085, ,Hayes NE, ,967,0
 ,31087, ,Hitchcock NE, ,2908,0
 ,31089, ,Holt NE, ,10435,0.001
 ,31091, ,Hooker NE, ,736,0
 ,31095, ,Jefferson NE, ,7547,0
 ,31097, ,Johnson NE, ,5217,0
 ,31101, ,Keith NE, ,8368,0
 ,31103, ,Keya Paha NE, ,824,0
 ,31105, ,Kimball NE, ,3821,0
 ,31107, ,Knox NE, ,8701,0
 ,31115, ,Loup NE, ,632,0
 ,31123, ,Morrill NE, ,5042,0
 ,31125, ,Nance NE, ,3735,0
 ,31127, ,Nemaha NE, ,7248,0
 ,31129, ,Nuckolls NE, ,4500,0
 ,31131, ,Otoe NE, ,15740,0.001
 ,31133, ,Pawnee NE, ,2773,0
 ,31135, ,Perkins NE, ,2970,0
 ,31137, ,Phelps NE, ,9188,0
 ,31143, ,Polk NE, ,5406,0
 ,31145, ,Red Willow NE, ,11055,0.001
 ,31147, ,Richardson NE, ,8363,0
 ,31149, ,Rock NE, ,1526,0
 ,31151, ,Saline NE, ,14200,0.001
 ,31161, ,Sheridan NE, ,5469,0
 ,31163, ,Sherman NE, ,3152,0
 ,31169, ,Thayer NE, ,5228,0
 ,31171, ,Thomas NE, ,647,0
 ,31173, ,Thurston NE, ,6940,0
 ,31175, ,Valley NE, ,4260,0
 ,31179, ,Wayne NE, ,9595,0.001
 ,31181, ,Webster NE, ,3812,0
 ,31183, ,Wheeler NE, ,818,0
 ,31185, ,York NE, ,13665,0.001
 ,32009, ,Esmeralda NV, ,783,0
 ,32015, ,Lander NV, ,5775,0
 ,32017, ,Lincoln NV, ,5345,0
 ,32021, ,Mineral NV, ,4772,0
 ,32027, ,Pershing NV, ,6753,0
 ,32033, ,White Pine NV, ,10030,0.001
 ,33003, ,Carroll NH, ,47818,0.003
 ,35003, ,Catron NM, ,3725,0
 ,35007, ,Colfax NM, ,13750,0.001
 ,35011, ,DeBaca NM, ,2022,0
 ,35019, ,Guadalupe NM, ,4687,0
 ,35021, ,Harding NM, ,695,0
 ,35023, ,Hidalgo NM, ,4894,0
 ,35033, ,Mora NM, ,4881,0
 ,35037, ,Quay NM, ,9041,0
 ,35051, ,Sierra NM, ,11988,0.001
 ,35053, ,Socorro NM, ,17866,0.001
 ,35059, ,Union NM, ,4549,0
 ,36003, ,Allegany NY, ,48946,0.003
 ,36017, ,Chenango NY, ,50477,0.003
 ,36025, ,Delaware NY, ,47980,0.003
 ,36031, ,Essex NY, ,39370,0.002
 ,36039, ,Greene NY, ,49221,0.003
 ,36041, ,Hamilton NY, ,4836,0
 ,36049, ,Lewis NY, ,27087,0.001
 ,36097, ,Schuyler NY, ,18343,0.001
 ,36105, ,Sullivan NY, ,77547,0.004
 ,36121, ,Wyoming NY, ,42155,0.002
 ,37005, ,Alleghany NC, ,11155,0.001
 ,37007, ,Anson NC, ,26948,0.001
 ,37009, ,Ashe NC, ,27281,0.001
 ,37011, ,Avery NC, ,17797,0.001
 ,37015, ,Bertie NC, ,21282,0.001
 ,37017, ,Bladen NC, ,35190,0.002
 ,37033, ,Caswell NC, ,23719,0.001
 ,37039, ,Cherokee NC, ,27444,0.001
 ,37041, ,Chowan NC, ,14793,0.001
 ,37043, ,Clay NC, ,10587,0.001
 ,37047, ,Columbus NC, ,58098,0.003
 ,37061, ,Duplin NC, ,58505,0.003
 ,37075, ,Graham NC, ,8861,0
 ,37079, ,Greene NC, ,21362,0.001
 ,37091, ,Hertford NC, ,24669,0.001
 ,37095, ,Hyde NC, ,5810,0
 ,37113, ,Macon NC, ,33922,0.002
 ,37117, ,Martin NC, ,24505,0.001
 ,37121, ,Mitchell NC, ,15579,0.001
 ,37123, ,Montgomery NC, ,27798,0.001
 ,37149, ,Polk NC, ,20510,0.001
 ,37163, ,Sampson NC, ,63431,0.003
 ,37173, ,Swain NC, ,13981,0.001
 ,37185, ,Warren NC, ,20972,0.001
 ,37187, ,Washington NC, ,13228,0.001
 ,37199, ,Yancey NC, ,17818,0.001
 ,38001, ,Adams ND, ,2343,0
 ,38003, ,Barnes ND, ,11066,0.001
 ,38005, ,Benson ND, ,6660,0
 ,38007, ,Billings ND, ,783,0
 ,38009, ,Bottineau ND, ,6429,0
 ,38011, ,Bowman ND, ,3151,0
 ,38013, ,Burke ND, ,1968,0
 ,38019, ,Cavalier ND, ,3993,0
 ,38021, ,Dickey ND, ,5289,0
 ,38023, ,Divide ND, ,2071,0
 ,38025, ,Dunn ND, ,3536,0
 ,38027, ,Eddy ND, ,2385,0
 ,38029, ,Emmons ND, ,3550,0
 ,38031, ,Foster ND, ,3343,0
 ,38033, ,Golden Valley ND, ,1680,0
 ,38037, ,Grant ND, ,2394,0
 ,38039, ,Griggs ND, ,2420,0
 ,38041, ,Hettinger ND, ,2477,0
 ,38043, ,Kidder ND, ,2435,0
 ,38045, ,LaMoure ND, ,4139,0
 ,38047, ,Logan ND, ,1990,0
 ,38051, ,McIntosh ND, ,2809,0
 ,38053, ,McKenzie ND, ,6360,0
 ,38055, ,McLean ND, ,8962,0
 ,38057, ,Mercer ND, ,8424,0
 ,38061, ,Mountrail ND, ,7673,0
 ,38063, ,Nelson ND, ,3126,0
 ,38067, ,Pembina ND, ,7413,0
 ,38069, ,Pierce ND, ,4357,0
 ,38071, ,Ramsey ND, ,11451,0.001
 ,38073, ,Ransom ND, ,5457,0
 ,38079, ,Rolette ND, ,13937,0.001
 ,38081, ,Sargent ND, ,3829,0
 ,38083, ,Sheridan ND, ,1321,0
 ,38087, ,Slope ND, ,727,0
 ,38091, ,Steele ND, ,1975,0
 ,38095, ,Towner ND, ,2246,0
 ,38097, ,Traill ND, ,8121,0
 ,38099, ,Walsh ND, ,11119,0.001
 ,38103, ,Wells ND, ,4207,0
 ,39001, ,Adams OH, ,28550,0.002
 ,39065, ,Hardin OH, ,32058,0.002
 ,39067, ,Harrison OH, ,15864,0.001
 ,39069, ,Henry OH, ,28215,0.002
 ,39071, ,Highland OH, ,43589,0.002
 ,39075, ,Holmes OH, ,42366,0.002
 ,39105, ,Meigs OH, ,23770,0.001
 ,39111, ,Monroe OH, ,14642,0.001
 ,39115, ,Morgan OH, ,15054,0.001
 ,39121, ,Noble OH, ,14645,0.001
 ,39125, ,Paulding OH, ,19614,0.001
 ,39131, ,Pike OH, ,28709,0.002
 ,39135, ,Preble OH, ,42270,0.002
 ,39137, ,Putnam OH, ,34499,0.002
 ,39163, ,Vinton OH, ,13435,0.001
 ,39171, ,Williams OH, ,37642,0.002
 ,39175, ,Wyandot OH, ,22615,0.001
 ,40001, ,Adair OK, ,22683,0.001
 ,40003, ,Alfalfa OK, ,5642,0
 ,40005, ,Atoka OK, ,14182,0.001
 ,40007, ,Beaver OK, ,5636,0
 ,40011, ,Blaine OK, ,11943,0.001
 ,40015, ,Caddo OK, ,29600,0.002
 ,40023, ,Choctaw OK, ,15205,0.001
 ,40025, ,Cimarron OK, ,2475,0
 ,40029, ,Coal OK, ,5925,0
 ,40035, ,Craig OK, ,15029,0.001
 ,40041, ,Delaware OK, ,41487,0.002
 ,40043, ,Dewey OK, ,4810,0
 ,40045, ,Ellis OK, ,4151,0
 ,40049, ,Garvin OK, ,27576,0.001
 ,40053, ,Grant OK, ,4527,0
 ,40055, ,Greer OK, ,6239,0
 ,40057, ,Harmon OK, ,2922,0
 ,40059, ,Harper OK, ,3685,0
 ,40061, ,Haskell OK, ,12769,0.001
 ,40063, ,Hughes OK, ,14003,0.001
 ,40067, ,Jefferson OK, ,6472,0
 ,40069, ,Johnston OK, ,10957,0.001
 ,40073, ,Kingfisher OK, ,15034,0.001
 ,40075, ,Kiowa OK, ,9446,0.001
 ,40077, ,Latimer OK, ,11154,0.001
 ,40085, ,Love OK, ,9423,0.001
 ,40089, ,McCurtain OK, ,33151,0.002
 ,40091, ,McIntosh OK, ,20252,0.001
 ,40093, ,Major OK, ,7527,0
 ,40095, ,Marshall OK, ,15840,0.001
 ,40097, ,Mayes OK, ,41259,0.002
 ,40099, ,Murray OK, ,13488,0.001
 ,40103, ,Noble OK, ,11561,0.001
 ,40105, ,Nowata OK, ,10536,0.001
 ,40107, ,Okfuskee OK, ,12191,0.001
 ,40127, ,Pushmataha OK, ,11572,0.001
 ,40129, ,Roger Mills OK, ,3647,0
 ,40133, ,Seminole OK, ,25482,0.001
 ,40141, ,Tillman OK, ,7992,0
 ,40149, ,Washita OK, ,11629,0.001
 ,40151, ,Woods OK, ,8878,0
 ,41001, ,Baker OR, ,16134,0.001
 ,41021, ,Gilliam OR, ,1871,0
 ,41023, ,Grant OR, ,7445,0
 ,41025, ,Harney OR, ,7422,0
 ,41031, ,Jefferson OR, ,21720,0.001
 ,41037, ,Lake OR, ,7895,0
 ,41055, ,Sherman OR, ,1765,0
 ,41057, ,Tillamook OR, ,25250,0.001
 ,41063, ,Wallowa OR, ,7008,0
 ,41069, ,Wheeler OR, ,1441,0
 ,42009, ,Bedford PA, ,49762,0.003
 ,42023, ,Cameron PA, ,5085,0
 ,42031, ,Clarion PA, ,39988,0.002
 ,42053, ,Forest PA, ,7716,0
 ,42057, ,Fulton PA, ,14845,0.001
 ,42059, ,Greene PA, ,38686,0.002
 ,42065, ,Jefferson PA, ,45200,0.002
 ,42067, ,Juniata PA, ,24636,0.001
 ,42105, ,Potter PA, ,17457,0.001
 ,42113, ,Sullivan PA, ,6428,0
 ,42115, ,Susquehanna PA, ,43356,0.002
 ,42117, ,Tioga PA, ,41981,0.002
 ,42127, ,Wayne PA, ,52822,0.003
 ,45005, ,Allendale SC, ,10419,0.001
 ,45009, ,Bamberg SC, ,15987,0.001
 ,45011, ,Barnwell SC, ,22621,0.001
 ,45025, ,Chesterfield SC, ,46734,0.003
 ,45027, ,Clarendon SC, ,34971,0.002
 ,45029, ,Colleton SC, ,38892,0.002
 ,45033, ,Dillon SC, ,32062,0.002
 ,45049, ,Hampton SC, ,21090,0.001
 ,45061, ,Lee SC, ,19220,0.001
 ,45065, ,McCormick SC, ,10233,0.001
 ,45067, ,Marion SC, ,33062,0.002
 ,45089, ,Williamsburg SC, ,34423,0.002
 ,46003, ,Aurora SD, ,2710,0
 ,46007, ,Bennett SD, ,3431,0
 ,46009, ,Bon Homme SD, ,7070,0
 ,46015, ,Brule SD, ,5255,0
 ,46017, ,Buffalo SD, ,1912,0
 ,46019, ,Butte SD, ,10110,0.001
 ,46021, ,Campbell SD, ,1466,0
 ,46023, ,Charles Mix SD, ,9129,0
 ,46025, ,Clark SD, ,3691,0
 ,46031, ,Corson SD, ,4050,0
 ,46037, ,Day SD, ,5710,0
 ,46039, ,Deuel SD, ,4364,0
 ,46041, ,Dewey SD, ,5301,0
 ,46043, ,Douglas SD, ,3002,0
 ,46047, ,Fall River SD, ,7094,0
 ,46049, ,Faulk SD, ,2364,0
 ,46051, ,Grant SD, ,7356,0
 ,46053, ,Gregory SD, ,4271,0
 ,46055, ,Haakon SD, ,1937,0
 ,46057, ,Hamlin SD, ,5903,0
 ,46059, ,Hand SD, ,3431,0
 ,46063, ,Harding SD, ,1255,0
 ,46067, ,Hutchinson SD, ,7343,0
 ,46069, ,Hyde SD, ,1420,0
 ,46071, ,Jackson SD, ,3031,0
 ,46073, ,Jerauld SD, ,2071,0
 ,46075, ,Jones SD, ,1006,0
 ,46077, ,Kingsbury SD, ,5148,0
 ,46079, ,Lake SD, ,11200,0.001
 ,46085, ,Lyman SD, ,3755,0
 ,46089, ,McPherson SD, ,2459,0
 ,46091, ,Marshall SD, ,4656,0
 ,46095, ,Mellette SD, ,2048,0
 ,46097, ,Miner SD, ,2389,0
 ,46101, ,Moody SD, ,6486,0
 ,46105, ,Perkins SD, ,2982,0
 ,46107, ,Potter SD, ,2329,0
 ,46109, ,Roberts SD, ,10149,0.001
 ,46111, ,Sanborn SD, ,2355,0
 ,46113, ,Shannon SD D), ,13586,0.001
 ,46115, ,Spink SD, ,6415,0
 ,46121, ,Todd SD, ,9612,0.001
 ,46123, ,Tripp SD, ,5644,0
 ,46129, ,Walworth SD, ,5438,0
 ,46137, ,Ziebach SD, ,2801,0
 ,47005, ,Benton TN, ,16489,0.001
 ,47007, ,Bledsoe TN, ,12876,0.001
 ,47017, ,Carroll TN, ,28522,0.002
 ,47025, ,Claiborne TN, ,32213,0.002
 ,47027, ,Clay TN, ,7861,0
 ,47039, ,Decatur TN, ,11757,0.001
 ,47041, ,DeKalb TN, ,18723,0.001
 ,47049, ,Fentress TN, ,17959,0.001
 ,47053, ,Gibson TN, ,49683,0.003
 ,47055, ,Giles TN, ,29485,0.002
 ,47061, ,Grundy TN, ,13703,0.001
 ,47067, ,Hancock TN, ,6819,0
 ,47069, ,Hardeman TN, ,27253,0.001
 ,47071, ,Hardin TN, ,26026,0.001
 ,47077, ,Henderson TN, ,27769,0.001
 ,47083, ,Houston TN, ,8426,0
 ,47085, ,Humphreys TN, ,18538,0.001
 ,47091, ,Johnson TN, ,18244,0.001
 ,47095, ,Lake TN, ,7832,0
 ,47097, ,Lauderdale TN, ,27815,0.001
 ,47101, ,Lewis TN, ,12161,0.001
 ,47103, ,Lincoln TN, ,33361,0.002
 ,47109, ,McNairy TN, ,26075,0.001
 ,47121, ,Meigs TN, ,11753,0.001
 ,47123, ,Monroe TN, ,44519,0.002
 ,47135, ,Perry TN, ,7915,0
 ,47137, ,Pickett TN, ,5077,0
 ,47151, ,Scott TN, ,22228,0.001
 ,47161, ,Stewart TN, ,13324,0.001
 ,47175, ,Van Buren TN, ,5548,0
 ,47181, ,Wayne TN, ,17021,0.001
 ,47185, ,White TN, ,25841,0.001
 ,48017, ,Bailey TX, ,7165,0
 ,48023, ,Baylor TX, ,3726,0
 ,48031, ,Blanco TX, ,10497,0.001
 ,48033, ,Borden TX, ,641,0
 ,48035, ,Bosque TX, ,18212,0.001
 ,48043, ,Brewster TX, ,9232,0
 ,48045, ,Briscoe TX, ,1637,0
 ,48047, ,Brooks TX, ,7223,0
 ,48053, ,Burnet TX, ,42750,0.002
 ,48063, ,Camp TX, ,12401,0.001
 ,48067, ,Cass TX, ,30464,0.002
 ,48069, ,Castro TX, ,8062,0
 ,48075, ,Childress TX, ,7041,0
 ,48079, ,Cochran TX, ,3127,0
 ,48081, ,Coke TX, ,3320,0
 ,48083, ,Coleman TX, ,8895,0
 ,48087, ,Collingsworth TX, ,3057,0
 ,48089, ,Colorado TX, ,20874,0.001
 ,48093, ,Comanche TX, ,13974,0.001
 ,48095, ,Concho TX, ,4087,0
 ,48101, ,Cottle TX, ,1505,0
 ,48103, ,Crane TX, ,4375,0
 ,48105, ,Crockett TX, ,3719,0
 ,48109, ,Culberson TX, ,2398,0
 ,48111, ,Dallam TX, ,6703,0
 ,48119, ,Delta TX, ,5231,0
 ,48123, ,DeWitt TX, ,20097,0.001
 ,48125, ,Dickens TX, ,2444,0
 ,48127, ,Dimmit TX, ,9996,0.001
 ,48129, ,Donley TX, ,3677,0
 ,48131, ,Duval TX, ,11782,0.001
 ,48133, ,Eastland TX, ,18583,0.001
 ,48137, ,Edwards TX, ,2002,0
 ,48149, ,Fayette TX, ,24554,0.001
 ,48151, ,Fisher TX, ,3974,0
 ,48153, ,Floyd TX, ,6446,0
 ,48155, ,Foard TX, ,1336,0
 ,48159, ,Franklin TX, ,10605,0.001
 ,48161, ,Freestone TX, ,19816,0.001
 ,48163, ,Frio TX, ,17217,0.001
 ,48165, ,Gaines TX, ,17526,0.001
 ,48169, ,Garza TX, ,6461,0
 ,48177, ,Gonzales TX, ,19807,0.001
 ,48185, ,Grimes TX, ,26604,0.001
 ,48191, ,Hall TX, ,3353,0
 ,48193, ,Hamilton TX, ,8517,0
 ,48195, ,Hansford TX, ,5613,0
 ,48197, ,Hardeman TX, ,4139,0
 ,48205, ,Hartley TX, ,6062,0
 ,48207, ,Haskell TX, ,5899,0
 ,48211, ,Hemphill TX, ,3807,0
 ,48217, ,Hill TX, ,35089,0.002
 ,48225, ,Houston TX, ,23732,0.001
 ,48237, ,Jack TX, ,9044,0
 ,48239, ,Jackson TX, ,14075,0.001
 ,48241, ,Jasper TX, ,35710,0.002
 ,48243, ,Jeff Davis TX, ,2342,0
 ,48247, ,Jim Hogg TX, ,5300,0
 ,48255, ,Karnes TX, ,14824,0.001
 ,48263, ,Kent TX, ,808,0
 ,48267, ,Kimble TX, ,4607,0
 ,48269, ,King TX, ,286,0
 ,48271, ,Kinney TX, ,3598,0
 ,48275, ,Knox TX, ,3719,0
 ,48279, ,Lamb TX, ,13977,0.001
 ,48283, ,La Salle TX, ,6886,0
 ,48285, ,Lavaca TX, ,19263,0.001
 ,48287, ,Lee TX, ,16612,0.001
 ,48289, ,Leon TX, ,16801,0.001
 ,48293, ,Limestone TX, ,23384,0.001
 ,48295, ,Lipscomb TX, ,3302,0
 ,48297, ,Live Oak TX, ,11531,0.001
 ,48299, ,Llano TX, ,19301,0.001
 ,48301, ,Loving TX, ,82,0
 ,48307, ,McCulloch TX, ,8283,0
 ,48311, ,McMullen TX, ,707,0
 ,48313, ,Madison TX, ,13664,0.001
 ,48315, ,Marion TX, ,10546,0.001
 ,48319, ,Mason TX, ,4012,0
 ,48327, ,Menard TX, ,2242,0
 ,48331, ,Milam TX, ,24757,0.001
 ,48333, ,Mills TX, ,4936,0
 ,48335, ,Mitchell TX, ,9403,0.001
 ,48337, ,Montague TX, ,19719,0.001
 ,48343, ,Morris TX, ,12934,0.001
 ,48345, ,Motley TX, ,1210,0
 ,48357, ,Ochiltree TX, ,10223,0.001
 ,48365, ,Panola TX, ,23796,0.001
 ,48369, ,Parmer TX, ,10269,0.001
 ,48371, ,Pecos TX, ,15507,0.001
 ,48373, ,Polk TX, ,45413,0.002
 ,48377, ,Presidio TX, ,7818,0
 ,48379, ,Rains TX, ,10914,0.001
 ,48383, ,Reagan TX, ,3367,0
 ,48385, ,Real TX, ,3309,0
 ,48387, ,Red River TX, ,12860,0.001
 ,48391, ,Refugio TX, ,7383,0
 ,48393, ,Roberts TX, ,929,0
 ,48399, ,Runnels TX, ,10501,0.001
 ,48403, ,Sabine TX, ,10834,0.001
 ,48405, ,San Augustine TX, ,8865,0
 ,48407, ,San Jacinto TX, ,26384,0.001
 ,48411, ,San Saba TX, ,6131,0
 ,48413, ,Schleicher TX, ,3461,0
 ,48417, ,Shackelford TX, ,3378,0
 ,48419, ,Shelby TX, ,25448,0.001
 ,48421, ,Sherman TX, ,3034,0
 ,48429, ,Stephens TX, ,9630,0.001
 ,48431, ,Sterling TX, ,1143,0
 ,48433, ,Stonewall TX, ,1490,0
 ,48435, ,Sutton TX, ,4128,0
 ,48437, ,Swisher TX, ,7854,0
 ,48443, ,Terrell TX, ,984,0
 ,48445, ,Terry TX, ,12651,0.001
 ,48447, ,Throckmorton TX, ,1641,0
 ,48457, ,Tyler TX, ,21766,0.001
 ,48461, ,Upton TX, ,3355,0
 ,48467, ,Van Zandt TX, ,52579,0.003
 ,48475, ,Ward TX, ,10658,0.001
 ,48483, ,Wheeler TX, ,5410,0
 ,48495, ,Winkler TX, ,7110,0
 ,48499, ,Wood TX, ,41964,0.002
 ,48501, ,Yoakum TX, ,7879,0
 ,48503, ,Young TX, ,18550,0.001
 ,48507, ,Zavala TX, ,11677,0.001
 ,49001, ,Beaver UT, ,6629,0
 ,49009, ,Daggett UT, ,1059,0
 ,49013, ,Duchesne UT, ,18607,0.001
 ,49015, ,Emery UT, ,10976,0.001
 ,49017, ,Garfield UT, ,5172,0
 ,49019, ,Grand UT, ,9225,0
 ,49025, ,Kane UT, ,7125,0
 ,49027, ,Millard UT, ,12503,0.001
 ,49031, ,Piute UT, ,1556,0
 ,49033, ,Rich UT, ,2264,0
 ,49037, ,San Juan UT, ,14746,0.001
 ,49039, ,Sanpete UT, ,27822,0.001
 ,49041, ,Sevier UT, ,20802,0.001
 ,49055, ,Wayne UT, ,2778,0
 ,50001, ,Addison VT, ,36821,0.002
 ,50005, ,Caledonia VT, ,31227,0.002
 ,50015, ,Lamoille VT, ,24475,0.001
 ,50019, ,Orleans VT, ,27231,0.001
 ,50025, ,Windham VT, ,44513,0.002
 ,51001, ,Accomack VA, ,33164,0.002
 ,51005, ,Alleghany VA, ,16250,0.001
 ,51017, ,Bath VA, ,4731,0
 ,51021, ,Bland VA, ,6824,0
 ,51025, ,Brunswick VA, ,17434,0.001
 ,51027, ,Buchanan VA, ,24098,0.001
 ,51035, ,Carroll VA, ,30042,0.002
 ,51037, ,Charlotte VA, ,12586,0.001
